일자,누적(주식),누적(채권),누적(자산배분),누적(상품),누적(부동산),누적(대체투자/기타),누적(크립토)
2025-10-23,"384,627,736,576"," 147,623,804,928 "," 4,596,120,064 "," 27,075,876,864 "," 807,540,672 "," 2,463,461,376 "," 28,768,647,168 "
2025-10-22,"383,830,949,888"," 145,330,831,360 "," 4,527,147,008 "," 28,565,401,600 "," 785,496,512 "," 2,430,617,600 "," 28,530,837,504 "
2025-10-21,"374,377,611,264"," 144,530,751,488 "," 4,454,102,528 "," 28,799,733,760 "," 773,817,216 "," 2,340,950,016 "," 28,575,897,600 "
2025-10-20,"371,873,316,864"," 142,999,879,680 "," 4,397,043,712 "," 28,969,500,672 "," 830,923,840 "," 2,317,729,792 "," 27,840,491,520 "
2025-10-17,"366,342,504,448"," 140,277,317,632 "," 4,389,942,272 "," 28,406,650,880 "," 757,140,224 "," 2,284,959,744 "," 28,002,420,736 "
2025-10-16,"357,302,337,536"," 136,867,921,920 "," 4,297,184,256 "," 26,691,457,024 "," 897,090,496 "," 2,268,780,544 "," 28,488,009,728 "
2025-10-15,"358,673,154,048"," 135,243,661,312 "," 4,279,887,616 "," 24,698,302,464 "," 847,701,120 "," 2,259,054,592 "," 28,985,753,600 "
2025-10-14,"345,613,991,936"," 133,916,155,904 "," 4,387,366,912 "," 22,983,852,032 "," 815,446,272 "," 2,256,230,400 "," 28,892,000,256 "
2025-10-13,"343,040,589,824"," 130,108,923,904 "," 4,346,544,128 "," 22,139,146,240 "," 723,284,096 "," 2,235,736,064 "," 28,053,919,744 "
2025-10-10,"334,704,836,608"," 128,838,189,056 "," 4,310,025,728 "," 21,323,466,752 "," 720,280,704 "," 2,213,785,600 "," 28,496,605,184 "
2025-10-09,"332,913,704,960"," 127,503,540,224 "," 4,292,313,344 "," 20,807,903,232 "," 683,865,664 "," 2,215,471,104 "," 28,537,378,816 "
2025-10-08,"331,750,440,960"," 125,693,771,776 "," 4,198,397,184 "," 20,290,230,272 "," 622,059,904 "," 2,080,075,776 "," 28,304,357,376 "
2025-10-07,"331,217,534,976"," 122,741,284,864 "," 4,171,006,976 "," 20,284,446,720 "," 661,254,144 "," 2,002,313,216 "," 27,820,957,696 "
2025-10-06,"322,563,145,728"," 121,205,489,664 "," 4,092,905,472 "," 19,771,705,344 "," 823,672,832 "," 2,004,695,040 "," 26,721,484,800 "
2025-10-03,"322,234,286,080"," 118,959,808,512 "," 4,063,770,624 "," 19,030,706,176 "," 929,987,968 "," 1,890,945,024 "," 25,231,732,736 "
2025-10-02,"312,608,620,544"," 115,935,666,176 "," 4,039,151,872 "," 19,015,159,808 "," 944,697,280 "," 1,740,251,136 "," 24,011,149,312 "
2025-10-01,"308,824,571,904"," 113,412,235,264 "," 3,969,931,008 "," 19,039,225,856 "," 920,440,192 "," 1,516,759,040 "," 23,137,632,256 "
2025-09-30,"319,030,886,400"," 109,557,456,896 "," 3,927,756,544 "," 19,621,560,320 "," 776,480,832 "," 1,291,343,872 "," 22,399,952,896 "
2025-09-29,"310,540,304,384"," 107,769,053,184 "," 3,963,933,440 "," 18,076,321,792 "," 749,231,040 "," 1,282,191,360 "," 21,499,518,976 "
2025-09-26,"299,910,955,008"," 105,359,466,496 "," 3,933,714,944 "," 17,885,452,288 "," 612,453,504 "," 1,335,343,104 "," 20,320,583,680 "
2025-09-25,"304,794,599,424"," 102,011,363,328 "," 3,858,434,560 "," 16,664,179,712 "," 584,436,352 "," 1,326,022,656 "," 20,839,294,976 "
2025-09-24,"299,058,855,936"," 100,055,752,704 "," 3,828,626,944 "," 15,831,046,144 "," 562,367,808 "," 1,352,841,216 "," 21,253,554,176 "
2025-09-23,"290,645,114,880"," 105,688,039,424 "," 3,787,149,056 "," 15,164,392,448 "," 581,271,808 "," 1,299,718,144 "," 20,940,683,264 "
2025-09-22,"280,303,501,312"," 97,653,776,384 "," 3,754,065,920 "," 15,389,248,512 "," 552,314,240 "," 1,238,222,848 "," 20,977,463,296 "
2025-09-19,"285,744,791,552"," 94,777,958,400 "," 3,720,973,312 "," 15,239,061,504 "," 579,699,072 "," 1,237,161,984 "," 21,070,176,256 "
2025-09-18,"315,676,590,080"," 93,074,120,704 "," 3,687,120,640 "," 13,869,820,928 "," 566,055,168 "," 1,228,285,952 "," 20,704,880,640 "
2025-09-17,"321,771,470,848"," 91,808,161,792 "," 3,613,142,528 "," 11,505,157,120 "," 605,685,248 "," 1,180,997,632 "," 20,204,894,208 "
2025-09-16,"282,271,744,000"," 91,251,810,304 "," 3,513,372,416 "," 10,766,014,464 "," 393,088,672 "," 1,138,368,512 "," 20,244,398,080 "
2025-09-15,"268,593,872,896"," 89,953,411,072 "," 3,476,992,000 "," 10,991,503,360 "," 334,983,168 "," 1,126,860,800 "," 19,925,741,568 "
2025-09-12,"260,441,325,568"," 89,706,266,624 "," 3,443,809,792 "," 11,055,211,520 "," 518,703,936 "," 1,099,302,912 "," 19,201,093,632 "
2025-09-11,"256,962,609,152"," 87,467,196,416 "," 1,176,559,744 "," 10,314,514,432 "," 291,539,232 "," 1,089,073,152 "," 18,047,809,536 "
2025-09-10,"257,454,522,368"," 84,815,003,648 "," 1,124,849,408 "," 10,522,336,256 "," 231,509,616 "," 1,026,598,912 "," 17,263,970,304 "
2025-09-09,"253,399,891,968"," 84,078,641,152 "," 1,104,964,480 "," 10,881,387,520 "," 190,714,112 "," 1,010,579,456 "," 16,309,213,184 "
2025-09-08,"246,941,941,760"," 82,257,068,032 "," 1,080,070,528 "," 10,468,474,880 "," 121,420,032 "," 1,017,026,560 "," 16,180,168,704 "
2025-09-05,"239,777,841,152"," 81,249,959,936 "," 1,052,334,464 "," 10,295,970,816 "," 159,766,912 "," 995,888,128 "," 15,861,549,056 "
2025-09-04,"240,842,407,936"," 77,612,310,528 "," 1,033,281,664 "," 10,022,259,712 "," 237,095,840 "," 994,198,528 "," 16,463,336,448 "
2025-09-03,"241,877,549,056"," 75,594,276,864 "," 1,002,313,600 "," 9,879,595,008 "," 119,246,160 "," 953,469,952 "," 16,933,086,208 "
2025-09-02,"242,160,386,048"," 73,393,053,696 "," 1,001,099,520 "," 10,130,501,632 "," 174,625,504 "," 917,917,696 "," 16,626,503,680 "
2025-08-29,"236,327,714,816"," 70,858,432,512 "," 967,833,856 "," 9,310,388,224 ","-46,278,620 "," 926,929,920 "," 16,337,447,936 "
2025-08-28,"226,066,169,856"," 70,790,537,216 "," 1,051,928,576 "," 7,538,754,560 "," 19,000,024 "," 933,235,712 "," 16,588,368,896 "
2025-08-27,"227,744,448,512"," 68,584,370,176 "," 1,031,564,736 "," 6,341,978,112 ","-118,440,216 "," 1,380,944,896 "," 16,448,287,744 "
2025-08-26,"225,261,731,840"," 66,226,298,880 "," 906,063,872 "," 5,439,587,840 ","-131,968,752 "," 904,971,264 "," 15,956,294,656 "
2025-08-25,"224,848,396,288"," 65,147,940,864 "," 849,861,120 "," 4,903,550,464 ","-86,672,160 "," 836,261,888 "," 15,051,274,240 "
2025-08-22,"220,252,635,136"," 63,520,788,480 "," 819,536,000 "," 4,674,423,296 ","-121,147,200 "," 813,962,240 "," 14,203,931,648 "
2025-08-21,"212,490,682,368"," 60,269,506,560 "," 809,457,728 "," 4,874,855,936 ","-77,373,464 "," 833,849,344 "," 13,630,355,456 "
2025-08-20,"212,798,701,568"," 58,075,860,992 "," 759,630,848 "," 4,869,946,368 "," 163,280 "," 810,760,192 "," 13,435,257,856 "
2025-08-19,"207,452,422,144"," 56,737,513,472 "," 754,148,416 "," 5,076,064,256 "," 247,434,160 "," 655,314,944 "," 13,908,716,544 "
2025-08-18,"205,366,411,264"," 55,175,442,432 "," 720,193,664 "," 5,554,227,712 "," 287,599,040 "," 622,582,784 "," 14,945,564,672 "
2025-08-15,"201,525,919,744"," 54,110,486,528 "," 701,402,368 "," 5,543,862,272 "," 188,558,048 "," 599,988,224 "," 15,202,591,744 "
2025-08-14,"201,695,330,304"," 51,297,140,736 "," 697,669,440 "," 5,421,274,112 "," 191,101,920 "," 623,113,216 "," 15,303,647,232 "
2025-08-13,"208,085,254,144"," 49,230,667,776 "," 660,326,464 "," 5,303,321,600 "," 246,438,944 "," 591,207,424 "," 14,324,033,536 "
2025-08-12,"197,076,533,248"," 45,724,876,800 "," 684,043,840 "," 5,597,852,672 "," 218,686,336 "," 549,644,288 "," 13,469,714,432 "
2025-08-11,"190,693,736,448"," 44,176,916,480 "," 674,662,848 "," 5,234,616,320 "," 15,552,432 "," 598,805,504 "," 12,779,346,944 "
2025-08-08,"186,901,659,648"," 42,657,091,584 "," 459,570,624 "," 5,311,702,016 ","-109,022,208 "," 489,235,456 "," 11,563,496,448 "
2025-08-07,"183,240,654,848"," 39,749,332,992 "," 447,554,016 "," 4,689,067,520 ","-141,589,552 "," 491,443,200 "," 10,628,994,048 "
2025-08-06,"180,225,409,024"," 35,354,861,568 "," 417,729,152 "," 4,015,724,032 ","-25,481,346 "," 467,228,672 "," 10,071,238,656 "
2025-08-05,"174,453,653,504"," 33,664,450,560 "," 355,368,736 "," 2,964,548,608 ","-20,275,234 "," 382,726,144 "," 9,927,899,136 "
2025-08-04,"169,683,009,536"," 31,460,601,856 "," 361,752,800 "," 3,147,141,376 ","-35,649,148 "," 347,304,960 "," 10,039,300,096 "
2025-08-01,"170,750,656,512"," 27,845,689,344 "," 356,507,520 "," 2,755,927,296 ","-94,748,152 "," 311,348,224 "," 10,838,017,024 "
2025-07-31,"180,029,456,384"," 23,201,202,176 "," 290,992,448 "," 2,569,160,192 ","-77,294,560 "," 298,098,688 "," 11,870,962,688 "
2025-07-30,"172,004,802,560"," 22,974,517,248 "," 297,043,744 "," 2,815,262,208 ","-119,675,984 "," 152,673,280 "," 11,968,412,672 "
2025-07-29,"172,171,739,136"," 21,964,546,048 "," 268,517,120 "," 2,956,469,248 ","-81,347,760 "," 84,207,616 "," 11,961,703,424 "
2025-07-28,"167,098,187,776"," 19,492,581,376 "," 244,247,600 "," 3,098,092,800 "," 53,252,068 ","-13,748,224 "," 11,576,988,672 "
2025-07-25,"160,040,206,336"," 18,529,400,832 "," 214,747,040 "," 3,159,547,392 "," 27,184,552 ","-49,545,216 "," 11,348,797,440 "
2025-07-24,"160,977,846,272"," 17,159,307,264 "," 185,060,384 "," 3,149,967,872 "," 8,831,472 ","-33,178,624 "," 10,667,380,736 "
2025-07-23,"149,807,562,752"," 15,937,241,088 "," 182,087,520 "," 3,273,484,032 ","-52,900,064 ","-65,345,536 "," 10,231,872,512 "
2025-07-22,"146,999,590,912"," 14,613,622,784 "," 155,968,736 "," 2,740,313,344 ","-32,792,818 ","-62,895,104 "," 9,864,574,976 "
2025-07-21,"141,993,426,944"," 12,802,046,976 "," 104,169,088 "," 2,680,347,136 ","-53,549,120 "," 46,051,328 "," 9,510,085,632 "
2025-07-18,"141,745,504,256"," 10,066,465,792 "," 123,738,816 "," 854,398,208 ","-112,946,288 "," 60,059,648 "," 9,206,158,336 "
2025-07-17,"141,871,284,224"," 7,948,614,656 "," 116,046,448 "," 374,132,192 ","-49,949,688 "," 23,293,952 "," 8,373,790,720 "
2025-07-16,"143,337,652,224"," 6,720,738,304 "," 95,070,800 "," 861,699,904 ","-125,480,848 "," 88,577,536 "," 7,243,008,000 "
2025-07-15,"136,488,583,168"," 9,584,685,056 "," 123,567,328 "," 1,091,458,048 ","-129,045,072 "," 79,608,832 "," 5,724,736,512 "
2025-07-14,"133,353,209,856"," 10,080,166,912 "," 100,237,224 "," 782,110,336 ","-635,645 "," 118,236,672 "," 5,067,724,288 "
2025-07-11,"130,706,210,816"," 9,608,639,488 "," 76,793,048 "," 694,639,744 ","-8,910,756 "," 107,182,080 "," 4,531,710,464 "
2025-07-10,"128,781,262,848"," 8,327,602,176 "," 68,800,208 "," 493,890,368 "," 48,720,128 "," 128,132,608 "," 3,299,633,152 "
2025-07-09,"131,587,678,208"," 6,299,625,984 "," 17,997,928 "," 692,168,576 "," 146,207,808 "," 103,092,096 "," 1,685,476,992 "
2025-07-08,"126,553,874,432"," 4,354,867,200 "," 16,749,030 "," 323,378,496 "," 100,734,272 "," 94,097,280 "," 1,255,887,744 "
2025-07-07,"2,161,303,040"," 2,937,350,656 "," 36,790,672 "," 55,764,128 "," 60,727,780 "," 47,290,624 "," 1,073,810,176 "
2025-07-03,"3,286,703,360"," 1,670,681,600 "," 9,522,621 "," 299,315,456 "," 34,967,564 ","-16,086,720 "," 761,337,216 "
